0;39,25802511;7,537966176
1;39,49874909;7,722083672
2;39,05791576;7,551667006
3;39,22874909;7,590208672
4;39,31833242;7,387083673
5;39,45017766;7,498988435
6;39,47180464;7,384305895
7;39,57458242;7,722500338
8;39,43604076;7,640208672
9;39,0023602;7,32875034
10;39,44402687;7,581528117
11;38,89854076;7,550625339
12;39,30513798;7,478750339
13;39,08916576;7,45375034
14;39,12458242;7,574583672
15;39,04708242;7,897083671
16;39,17504539;7,503750339
17;39,25208242;7,688750339
18;38,98874909;7,523750339
19;39,17458242;7,678750339
20;39,43208242;7,355417007
21;39,05541576;7,638750339
22;38,9680348;7,456131292
23;39,03041576;7,853750338
24;38,99958242;7,741250338
25;39,52666575;7,514167006
26;39,25097131;7,767639227
27;39,57041575;7,637083672
28;39,15097131;7,284305896
29;39,32041576;7,26625034
30;39,23430464;7,348194784
