FROM_ID;TO_ID;DURATION_H;DIST_KM
14;21;2,306380556;83,80093
14;22;0,996219444;36,63703
14;23;2,003188889;94,66689
14;24;0,999133333;37,1219
14;25;2,114580556;84,86198
14;26;1,780552778;65,18413
14;27;1,572633333;55,44149
14;28;2,359827778;92,21941
14;29;1,867211111;70,76295
14;30;0,892066667;27,32117
14;31;1,974936111;88,72979
14;32;1,1531;38,33596
14;33;1,17725;49,93877
14;34;1,715347222;76,39925
14;35;0,383308333;11,49929
14;36;0,997377778;42,1427
14;37;1,660313889;75,77444
14;38;1,685366667;65,63548
14;39;0,439197222;13,17604
14;40;0,916658333;35,39852
14;41;1,880272222;89,25337
14;42;0,552608333;19,86178
14;43;1,032138889;46,28507
14;44;2,630986111;111,73033
14;45;0,847833333;29,17796
14;0;1,139994444;49,38613
15;1;1,285011111;55,91359
15;2;1,564280556;63,14089
15;3;1,588830556;68,00606
15;4;1,354694444;69,67852
15;5;0,448175;18,96069
15;6;0,397855556;20,33999
15;7;0,321041667;15,47605
15;8;0,759330556;31,3796
15;9;1,832111111;99,29865
15;10;0,834686111;26,687
15;11;1,241377778;68,72434
15;12;1,061213889;45,12589
15;13;1,251919444;68,28598
15;14;1,673441667;84,14386
15;15;0;0
15;16;0,999113889;62,94778
15;17;2,169794444;82,45725
15;18;1,581027778;81,87198
15;19;1,787352778;86,55857
15;20;1,920394444;74,97523
15;21;1,252769444;52,60922
15;22;1,103188889;49,57596
15;23;0,389288889;13,50008
15;24;1,282488889;75,76797
15;25;1,905325;74,52314
15;26;0,867188889;27,05796
15;27;1,555966667;78,09673
15;28;2,150855556;81,88904
15;29;0,973533333;44,23205
15;30;1,732722222;85,36316
15;31;0,400425;12,04203
15;32;1,624519444;89,70439
15;33;0,597605556;36,00005
15;34;0,331277778;15,84656
15;35;1,560055556;79,73966
15;36;1,1315;58,29242
15;37;0,438991667;17,50099
15;38;1,668697222;88,29072
15;39;1,581694444;85,33323
15;40;0,756813889;48,74726
15;41;0,701191667;36,35015
15;42;1,120838889;64,28242
15;43;1,315494444;84,93114
15;44;1,451905556;58,82711
15;45;1,389708333;75,50448
15;0;0,554630556;35,07553
16;1;1,254144444;51,40471
16;2;0,846352778;30,65103
16;3;0,934158333;40,67922
16;4;1,179688889;52,95591
16;5;1,106613889;60,65735
16;6;0,842252778;48,12366
16;7;1,320141667;78,42313
16;8;1,698072222;78,40118
16;9;1,17445;55,44732
16;10;1,579094444;79,50066
16;11;0,416008333;13,97168
16;12;1,565969444;76,83303
16;13;0,594261111;24,43466
16;14;0,700027778;25,2965
16;15;0,999113889;62,94778
16;16;0;0
16;17;1,704725;71,60002
16;18;0,655588889;20,19088
16;19;0,788241667;23,61086
16;20;1,455041667;64,10952
16;21;1,632055556;62,60486
16;22;1,073916667;46,57047
16;23;1,328863889;73,47081
16;24;0,35705;14,08688
16;25;1,440255556;63,66591
16;26;1,106227778;43,98805
16;27;0,898305556;34,24541
16;28;1,685502778;71,02334
16;29;1,192883333;49,56687
16;30;1,0138;35,67445
16;31;1,300611111;67,53371
16;32;0,699080556;28,0233
16;33;0,502925;28,74269
16;34;1,270852778;75,81729
16;35;0,560944444;16,79195
16;36;1,42095;64,61117
16;37;0,985988889;54,57836
16;38;1,011038889;44,4394
16;39;0,862769444;35,64451
16;40;0,242330556;14,20244
16;41;1,205947222;68,05729
16;42;0,401913889;14,5937
16;43;0,390055556;23,25005
16;44;1,956661111;90,53425
16;45;0,464269444;13,82338
